,Mean,Sample Size,Std Dev,Std Error,t Critical,95% CI Lower,95% CI Upper
trip_distance,2.8904723618090453,995.0,3.125267807919388,0.09907765022997224,1.962353434594929,2.6960469945886643,3.0848977290294264
fare_amount,18.27859296482412,995.0,14.916422223234436,0.4728823750627922,1.962353434594929,17.35063061196024,19.206555317688
tip_amount,3.4831457286432164,995.0,4.195506992895371,0.13300651333820418,1.962353434594929,3.222139940370495,3.7441515169159376
